name,official_url,primary_category,secondary_category,pricing_model,platform,short_description,open_source,api_available,last_verified
Angry Email Translator,https://angryemailtranslator.com/,Productivity and workflow,Writing and content,Free,Web,"Free web tool that transforms angry or harsh emails into calm, polite, and professional messages to improve communication.",false,false,2026-08-18
Anima,https://www.animaapp.com/,Coding and development,,Freemium,Web; API,"Tool that converts UI/UX designs from Figma, Sketch, or Adobe XD into clean React, HTML, or Vue code, enabling interactive prototypes and faster developer handoff.",false,true,2026-08-18
Animate AI,https://animateai.pro/,Marketing and advertising,Video,Freemium,Web,AI-driven animation platform that enables users to create professional animated videos using customizable templates and an easy drag-and-drop editor.,false,false,2026-08-18
Animate.css,https://animate.style/,Coding and development,Video,Free,Web,Free CSS library that provides ready-made animation classes to easily add animations to web elements without JavaScript.,true,false,2026-08-18
Animista,https://animista.net/,Coding and development,Video,Free,Web,Free online CSS animation library that lets users customize and export animations for web projects without coding from scratch.,false,false,2026-08-18
Animood,https://animood.lirena.in/,Marketing and advertising,Video,Freemium,Web,"Video creation tool that transforms text into animated videos using customizable templates, ideal for marketers and educators.",false,false,2026-08-18
Anjuke,https://www.anjuke.com/,Business and finance,Data and analytics,Free,Web,"Chinese online real estate platform providing property listings, market data, and tools to help users buy, sell, or rent properties in China.",false,false,2026-08-18
Anki,https://apps.ankiweb.net/,Education and learning,Health and lifestyle,Free,Web; iOS; Android,Open-source spaced repetition flashcard program that helps users memorize information efficiently by scheduling reviews at optimal intervals to enhance long-term retention.,false,false,2026-08-18
anki-decks.com,https://anki-decks.com/,Education and learning,Writing and content,Free,Web,"Free web platform offering thousands of user-shared Anki flashcard decks for download and study, supporting efficient spaced repetition learning.",false,false,2026-08-18
AnkiWeb,https://ankiweb.net/,Education and learning,Health and lifestyle,Free,Web; iOS; Android,"Free web-based platform that enables users to create, study, and sync flashcards using spaced repetition to improve memory retention.",false,false,2026-08-18
Anodot,https://www.anodot.com/,Education and learning,Developer infrastructure and models,Paid,Web; API,"AI-driven anomaly detection platform that monitors business and operational data in real time, automatically identifying unusual patterns and providing alerts and root cause analysis to help enterprises quickly address issues.",false,true,2026-08-18
Anomali,https://www.anomali.com/,Customer support,Data and analytics,Paid,Web; API,Cybersecurity threat intelligence platform that aggregates and analyzes threat data to help organizations detect and respond to cyber threats efficiently.,false,true,2026-08-18
Anonos,https://anonos.com/,Business and finance,Data and analytics,Paid,Web; API,"Data privacy platform that uses patented privacy-enhancing technologies to protect sensitive data, enable secure sharing, and ensure compliance with regulations like GDPR and CCPA.",false,true,2026-08-18
Answer AI,https://answerai.pro/,Customer support,Research and knowledge,Paid; Free Trial,Web; API,AI-driven customer support platform that combines chatbots and a smart knowledge base to automate responses and improve customer service efficiency.,false,true,2026-08-18
AnswerConnect,https://www.answerconnect.com/,Customer support,,Paid,Web,"Virtual receptionist service providing 24/7 live call answering, appointment scheduling, and lead capture to help businesses manage inbound calls professionally.",false,false,2026-08-18
AnswerThePublic,https://answerthepublic.com/en,SEO and search,Research and knowledge,Freemium,Web,Keyword research tool that visualizes search queries and questions from users to help marketers and content creators generate SEO-friendly content ideas.,false,false,2026-08-18
AnswerTime,https://answerti.me/,Customer support,Research and knowledge,Freemium,Web; API,"Chatbot platform that automates customer support by providing instant, conversational responses to website visitors, improving engagement and operational efficiency.",false,true,2026-08-18
Ant Design,https://ant.design/,Coding and development,,Free; Open Source,Web,Open-source React UI framework providing a comprehensive set of reusable components and design guidelines to build enterprise-level web applications with consistent and customizable user interfaces.,true,false,2026-08-18
AntV,https://antv.vision/,Data and analytics,Coding and development,Free; Open Source,Web; API,"Open-source JavaScript data visualization library developed by Alibaba that enables developers to create interactive, customizable charts and graphs for web applications.",true,true,2026-08-18
Anvenssa.com,https://www.anvenssa.com/,SEO and search,Customer support,Freemium,Web,"Writing assistant designed to generate SEO-optimized content, blog posts, and marketing copy through an easy-to-use web platform.",false,false,2026-08-18
Anvil,https://anvil.works/,Coding and development,,Freemium,Web,"Low-code platform that enables users to build full-stack web applications using Python with a drag-and-drop interface, eliminating the need for JavaScript or HTML knowledge.",false,false,2026-08-18
anvsoft.com,https://www.anvsoft.com/,Research and knowledge,Data and analytics,Paid; Free Trial,Windows; macOS,"Anvsoft provides multimedia software for converting video and audio files, ripping DVDs, and basic video editing on Windows and Mac platforms.",false,false,2026-08-18
Anxiety Simulator,https://anxietysimulator.com/,Education and learning,Health and lifestyle,Free,Web,Free web-based tool that simulates the physical and emotional symptoms of anxiety to educate users and foster empathy.,false,false,2026-08-18
Any Summary,https://anysummary.app/,Productivity and workflow,Writing and content,Freemium,Web,AI-based web tool that condenses long text into brief summaries to help users quickly grasp key information.,false,false,2026-08-18
Any.do,https://www.any.do/,Health and lifestyle,Productivity and workflow,Freemium,Web; iOS; Android; Browser Extension,"Task management and to-do list app that helps users organize tasks, set reminders, sync calendars, and collaborate with others across multiple platforms.",false,false,2026-08-18
"AnyClip, The Genius Platform",https://anyclip.com/,Data and analytics,Video,Paid,Web; API,"AnyClip Genius Platform is an AI-driven video content intelligence solution that analyzes, tags, and manages video assets to improve search, personalization, and monetization for media companies and brands.",false,true,2026-08-18
anyLanguage.ai,https://anylanguage.ai/,Education and learning,Developer infrastructure and models,Paid; Free Trial,Web; API,AI-driven translation platform that supports over 30 languages and offers API integration for seamless multilingual content localization.,false,true,2026-08-18
AnyList,https://www.anylist.com/,Health and lifestyle,Marketing and advertising,Freemium,Web; iOS; Android,"Grocery shopping and meal planning app that helps users create organized shopping lists, save and manage recipes, plan meals on a calendar, and share lists with others for collaborative shopping.",false,false,2026-08-18
AnyLogic,https://www.anylogic.com/,Data and analytics,Coding and development,Paid; Free Trial,macOS; Linux,"Professional simulation software platform that supports multiple modeling methods including system dynamics, agent-based, and discrete event simulation, used for analyzing and optimizing complex systems across industries.",false,false,2026-08-18
AnyoneCanAI,https://www.anyonecanai.io/,Education and learning,Developer infrastructure and models,Freemium,Web,"No-code AI platform that allows users to create, train, and deploy custom AI models easily without programming skills.",false,false,2026-08-18
Anyoneswap,https://www.anyoneswap.com/,Business and finance,Research and knowledge,Free,Web,"Decentralized exchange platform that facilitates secure cross-chain token swaps without intermediaries, allowing users to trade cryptocurrencies across multiple blockchains while retaining control of their assets.",false,false,2026-08-18
Anyscale | Scalable Compute for AI and Python,https://www.anyscale.com/,Research and knowledge,Data and analytics,Freemium,Web; API,"Managed cloud platform that simplifies scaling Python and AI applications using the Ray framework, providing autoscaling clusters, multi-cloud support, and developer tools for distributed computing.",false,true,2026-08-18
Anythingyou.AI,https://anythingyou.ai/,Marketing and advertising,Image generation and editing,Paid; Free Trial,Web,AI-driven platform that helps users generate creative and marketing content efficiently through customizable templates and advanced text generation models.,false,false,2026-08-18
Anyword,https://www.anyword.com/,SEO and search,Marketing and advertising,Paid; Free Trial,Web,"Copywriting tool that helps marketers and content creators generate optimized ad copy, blog posts, and marketing content with predictive performance scoring and multi-language support.",false,false,2026-08-18
Apache NiFi,https://nifi.apache.org/,Data and analytics,Coding and development,Free,Web,"Open-source data integration tool that automates and manages real-time dataflows using a visual interface, supporting data routing, transformation, and provenance tracking.",true,false,2026-08-18
Aperty | Professional Portrait Editor,https://aperty.ai/,Marketing and advertising,Image generation and editing,Freemium,Web,"Online portrait editor that automatically retouches photos by smoothing skin, removing blemishes, and adjusting lighting to produce professional-quality portraits quickly and easily.",false,false,2026-08-18
Apex Vision AI - Homework & Quiz Answering AI,https://apexvision.ai/,Education and learning,Research and knowledge,Freemium,Web,Educational assistant that provides students with accurate homework and quiz answers along with detailed explanations to enhance learning.,false,false,2026-08-18
API Layer,https://apilayer.com/,Coding and development,,Freemium,Web; API,"Platform that provides developers and businesses with easy access to a wide range of APIs for data validation, real-time information, and automation through a unified interface.",false,true,2026-08-18
API2D,https://api2d.com/,Education and learning,Developer infrastructure and models,Freemium,Web; API,"Cloud-based AI API platform that enables developers to deploy, manage, and access custom AI models via standardized APIs, simplifying AI integration and scaling.",false,true,2026-08-18
Apollo Auto,https://www.apollo.auto/,Coding and development,,Free; Open Source,Web; Linux; API,"Open-source autonomous driving software platform providing a full software stack for self-driving vehicles, including perception, planning, control, and simulation tools.",true,true,2026-08-18
Apollo Health MD,https://apollohealth.ai/,Health and lifestyle,Research and knowledge,Paid,Web; API,Platform that analyzes medical images to assist radiologists and clinicians in diagnosing diseases more accurately and efficiently.,false,true,2026-08-18
Apollo.io,https://www.apollo.io/,Sales and CRM,Automation and agents,Freemium,Web; API,"Sales engagement platform that combines a large contact database, email automation, and CRM tools to help businesses find leads, automate outreach, and manage customer relationships efficiently.",false,true,2026-08-18
aporia.com,https://www.aporia.com/,Education and learning,Developer infrastructure and models,Paid; Free Trial,Web,"Monitoring platform that helps organizations track machine learning model performance, detect data and prediction drift, and maintain compliance through real-time alerts and analytics.",false,false,2026-08-18
AppAI,https://appai.co.uk/,Research and knowledge,Design and creative,Freemium,Web,"UK-based AI-powered no-code platform that enables rapid mobile app prototyping without coding, ideal for entrepreneurs and designers to validate app ideas quickly.",false,false,2026-08-18
AppBuzz,https://www.appbuzz.ai/,Research and knowledge,Data and analytics,Freemium,Web,"AI-driven app store analytics platform that provides real-time data, competitor benchmarking, keyword analysis, and market insights to help mobile app developers and marketers optimize growth and visibility.",false,false,2026-08-18
Appcues,https://www.appcues.com/,Coding and development,Marketing and advertising,Paid; Free Trial,Web; API,No-code user onboarding platform that helps businesses create personalized in-app experiences to improve product adoption and user engagement without coding.,false,true,2026-08-18
Appdron ChatGPT Dashboard,https://appdron.com/,Productivity and workflow,Data and analytics,Freemium,Web,"Web-based platform that centralizes management of multiple ChatGPT sessions, offering organized chat history and a user-friendly interface to enhance productivity.",false,false,2026-08-18
Appen,https://www.appen.com/,Education and learning,Research and knowledge,Paid,Web,Platform offering scalable data annotation and collection services through a global crowd workforce to support AI and machine learning model training.,false,false,2026-08-18
AppFollow,https://appfollow.io/,Customer support,Data and analytics,Freemium,Web; iOS; Android,"Platform that centralizes app reviews, tracks keywords for ASO, monitors competitors, and automates review responses to help app marketers and developers improve app visibility and user satisfaction.",false,false,2026-08-18
AppGen,https://symph.ai/,Education and learning,Research and knowledge,Paid,Web,"Platform by Symph.ai that automates the creation, deployment, and maintenance of software applications, enabling rapid development with minimal coding.",false,false,2026-08-18
Appkina.com,https://appkina.com/,Coding and development,,Freemium,Web,No-code platform that lets you create custom mobile and web apps using a drag-and-drop interface without any programming skills.,false,false,2026-08-18
applai.me,https://applai.me/,Presentations and documents,Research and knowledge,Freemium,Web,"AI-driven platform that helps users generate innovative app ideas and validate them with market insights, supporting entrepreneurs and developers in early-stage concept development.",false,false,2026-08-18
ApplicantAI,https://applicantai.com/,Business and finance,Presentations and documents,Paid,Web,Recruitment tool that automates resume screening and candidate matching to streamline hiring processes and improve candidate selection accuracy.,false,false,2026-08-18
Applio,https://applio.org/,Education and learning,Developer infrastructure and models,Free; Open Source,Web; API,"Open source platform designed for deploying, managing, and scaling containerized AI models with Kubernetes support, offering APIs, monitoring, and version control.",true,true,2026-08-18
AppLovin,https://applovin.com/en,Data and analytics,Marketing and advertising,Paid,Web; API,"Mobile marketing platform that helps app developers acquire users, monetize apps, and optimize ad campaigns through advanced targeting, ad mediation, and analytics tools.",false,true,2026-08-18
Apployal: AI-Powered app localization,https://apployal.io/,Coding and development,"Audio, music, and voice",Paid; Free Trial,Web; API,"Platform that automates and manages mobile app localization, enabling developers to efficiently translate and maintain multilingual apps with collaboration and API support.",false,true,2026-08-18
Apply AI,https://apply-ai.work/,Business and finance,Presentations and documents,Paid; Free Trial,Web,"AI-driven platform that automates job applications, optimizes resumes, and helps job seekers manage their job search efficiently.",false,false,2026-08-18
Apply Pro,https://applypro.ai/,Business and finance,Presentations and documents,Paid; Free Trial,Web,"AI-driven recruitment platform that automates candidate screening, tracks applicants, and facilitates interview scheduling to streamline hiring processes.",false,false,2026-08-18
ApplyGoat,https://applygoat.com/,Education and learning,Presentations and documents,Freemium,Web,"AI-driven platform designed to assist students in writing and refining their college application essays by providing personalized prompts, grammar corrections, and feedback.",false,false,2026-08-18
ApplyPass,https://www.applypass.com/,Business and finance,Coding and development,Paid; Free Trial,Web,"Web-based recruitment platform that streamlines job application management, applicant tracking, and team collaboration to simplify hiring processes.",false,false,2026-08-18
Appsmith,https://www.appsmith.com/,Coding and development,,Freemium,Web,Open-source low-code platform that enables developers and businesses to build custom internal applications quickly using drag-and-drop UI components and integrations with databases and APIs.,true,false,2026-08-18
AppSumo,https://appsumo.com/,Coding and development,Marketing and advertising,Free,Web,"Online marketplace offering curated lifetime and discounted deals on SaaS software, helping entrepreneurs and small businesses save money on essential digital tools.",false,false,2026-08-18
Apptentive,https://apptentive.com/,Customer support,Data and analytics,Paid; Free Trial,Web; iOS; Android,"Mobile customer feedback platform that enables app developers to collect real-time user feedback through in-app surveys, ratings, and messaging to improve engagement and product decisions.",false,false,2026-08-18
Apptrop,https://apptrop.com/,Data and analytics,Marketing and advertising,Freemium,Web,"Web-based app store optimization tool that enables mobile app developers and marketers to track keywords, analyze competitors, and optimize app metadata to improve app store rankings and downloads.",false,false,2026-08-18
AppTweak,https://www.apptweak.com/en,SEO and search,Research and knowledge,Freemium,Web,"App store optimization platform that helps mobile marketers improve app visibility and downloads through keyword research, competitor analysis, and performance tracking on Apple and Google app stores.",false,false,2026-08-18
Appwrite,https://appwrite.io/,Coding and development,Writing and content,Free,Web; API,"Open-source backend-as-a-service platform that provides developers with APIs and SDKs to manage authentication, databases, storage, and serverless functions, enabling faster app development without managing backend infrastructure.",true,true,2026-08-18
Aqua Security,https://www.aquasec.com/,Coding and development,Chatbots and assistants,Paid; Free Trial,Web; API,"Cloud native security platform that protects containerized applications and Kubernetes environments by providing vulnerability scanning, runtime threat detection, and compliance management integrated into DevOps workflows.",false,true,2026-08-18
AquaAdvisor-AI water tracker,https://www.fitboxlab.io/,Health and lifestyle,Research and knowledge,Freemium,Web,Hydration monitoring tool that uses AI to provide personalized water intake recommendations and track hydration for improved health.,false,false,2026-08-18
Aquatic Informatics,https://aquaticinformatics.com/,Data and analytics,Chatbots and assistants,Paid,Web,"Software platform designed to manage, analyze, and report water and environmental data, helping organizations ensure data quality and regulatory compliance.",false,false,2026-08-18
Aravo,https://aravo.com/,Sales and CRM,,Paid,Web; API,"Cloud-based platform that automates third-party risk and compliance management, helping enterprises assess and mitigate supplier and vendor risks efficiently.",false,true,2026-08-18
Arcade,https://www.arcade.dev/,Coding and development,,Freemium,Web,"No-code platform that allows users to visually build, deploy, and host web applications without writing code, featuring drag-and-drop design, API integrations, and cloud hosting.",false,false,2026-08-18
ArcGIS,https://www.esri.com/en-us/home,Data and analytics,Coding and development,Freemium,Web,"Cloud-based GIS platform by Esri that enables users to create, analyze, and share interactive maps and spatial data for location intelligence and decision-making.",false,false,2026-08-18
ArchitectAI,https://architectai.app/,Coding and development,Chatbots and assistants,Paid; Free Trial,Web,"Web-based AI tool that helps software architects design, visualize, and document software system architectures with automated diagram generation and collaboration features.",false,false,2026-08-18
ArchitectGPT,https://architectgpt.io/,Productivity and workflow,Chatbots and assistants,Freemium,Web,"Tool that automates architectural design by generating concepts, drafts, and presentations based on user inputs, streamlining the design process for architects and planners.",false,false,2026-08-18
Ardor Ã¢â‚¬â€ Prompt in. Product out.,https://ardor.cloud/,Developer infrastructure and models,Productivity and workflow,Freemium,Web,"Writing assistant that converts user prompts into complete written content, helping users create marketing copy, creative writing, and other text efficiently.",false,false,2026-08-18
ArguAI,https://arguai.co/,Business and finance,Research and knowledge,Freemium,Web,"Tool that generates structured arguments and counterarguments to assist with debates, writing, and critical thinking.",false,false,2026-08-18
Aria,https://ariapp.me/,Productivity and workflow,Writing and content,Freemium,Web; Browser Extension,Writing assistant that helps users generate and improve written content efficiently through AI-generated suggestions and templates.,false,false,2026-08-18
Arkose Labs,https://www.arkoselabs.com/,Customer support,,Paid,Web; API,Cybersecurity platform that prevents fraud and automated bot attacks by using adaptive challenge-response tests and real-time risk scoring to secure online accounts and transactions.,false,true,2026-08-18
Arnold,https://www.networkwitharnold.com/,Sales and CRM,Presentations and documents,Paid; Free Trial,Web,Networking assistant that generates personalized outreach messages to help professionals build and maintain business relationships effectively.,false,false,2026-08-18
ArtBinder,https://artbinder.com/,Marketing and advertising,,Paid,Web; iOS; Android,"Art management software that helps galleries and artists organize inventory, manage client relationships, and present artwork digitally via web and mobile apps.",false,false,2026-08-18
Arterys,https://arterys.com/,Health and lifestyle,Coding and development,Paid,Web; API,"Cloud-based AI medical imaging platform that provides FDA-cleared tools for automated analysis of MRI, CT, and ultrasound images to assist radiologists in diagnosis and treatment planning.",false,true,2026-08-18
Article Fiesta,https://articlefiesta.com/?af=bunkmate-inferior,SEO and search,Writing and content,Paid; Free Trial,Web,Writing assistant that generates SEO-optimized articles and marketing content to help users create high-quality text efficiently.,false,false,2026-08-18
Article Idea Generator,https://www.articleideagenerator.com/,SEO and search,Marketing and advertising,Free,Web,"Free web tool that helps users generate multiple article or blog post ideas based on a keyword input, ideal for content creators and marketers seeking inspiration.",false,false,2026-08-18
Artificial assistance,https://getbot.ai/,Customer support,Automation and agents,Freemium,Web; API,No-code AI chatbot platform by GetBot AI that automates customer support and lead generation through conversational AI deployed on websites and APIs.,false,true,2026-08-18
ArtiScribe AI,https://artiscribeai.com/,SEO and search,Writing and content,Paid; Free Trial,Web,"AI-driven writing assistant that helps users generate, edit, and optimize English content with features like grammar correction and SEO suggestions.",false,false,2026-08-18
artivatic.ai,https://artivatic.ai/,Health and lifestyle,Research and knowledge,Paid,Web; API,Platform specializing in automating insurance and healthcare processes like underwriting and fraud detection through machine learning.,false,true,2026-08-18
Artlogic,https://artlogic.net/,Marketing and advertising,,Paid,Web,"Cloud-based platform that helps artists, galleries, and dealers manage art inventory, sales, and create professional websites with e-commerce capabilities.",false,false,2026-08-18
Artwork Archive,https://www.artworkarchive.com/,Marketing and advertising,,Paid; Free Trial,Web; iOS; Android,"Art inventory and management software designed for artists, collectors, and galleries to organize artwork, track sales, and manage exhibitions efficiently.",false,false,2026-08-18
Arvin - AI Assistant,https://arvin.chat/,Customer support,Automation and agents,Freemium,Web,"Web-based chatbot platform that automates customer interactions using natural language processing, helping businesses improve support and lead generation.",false,false,2026-08-18
Ascn.ai,https://ascn.ai/,SEO and search,Automation and agents,Freemium,Web,AI-driven content generation platform that helps marketers and SEO professionals create optimized written content quickly using customizable templates and SEO keyword integration.,false,false,2026-08-18
Ask AI - AI Powered Chat Bot Assistant,https://askaichat.app/,Customer support,Productivity and workflow,Freemium,Web,"Web-based AI chatbot assistant that provides instant, natural language responses to user queries for various applications including customer support and content creation.",false,false,2026-08-18
Ask Elle,https://www.askelle.me/,Customer support,Health and lifestyle,Freemium,Web,"Web-based AI chatbot designed for personalized, natural language conversations, customer support, and virtual assistance.",false,false,2026-08-18
Ask Maya,https://www.askmaya.app/,Customer support,Sales and CRM,Freemium,Web; API,Chatbot platform that automates customer support and lead generation by engaging website visitors with conversational AI.,false,true,2026-08-18
Ask On Data,https://askondata.com/,Data and analytics,,Paid; Free Trial,Web,Platform that enables users to ask questions about their data in natural language and receive instant visual insights without needing technical skills.,false,false,2026-08-18
AskCodi,https://www.askcodi.com/,Productivity and workflow,Coding and development,Freemium,Web,"Coding assistant that helps developers write, debug, and understand code by converting natural language queries into code snippets and explanations.",false,false,2026-08-18
AskCory.ai,https://www.askcory.ai/,Customer support,Automation and agents,Paid; Free Trial,Web; API,Chatbot platform that helps businesses automate customer support and engagement through personalized conversational workflows and real-time analytics.,false,true,2026-08-18
AskCSV,https://askcsv.com/,Data and analytics,Coding and development,Freemium,Web,AI-driven web tool that allows users to upload CSV files and ask natural language questions to analyze and visualize data without coding.,false,false,2026-08-18
Askflow AI,https://www.askflow.ai/,Customer support,Sales and CRM,Paid; Free Trial,Web; API,No-code conversational AI platform that enables businesses to build and deploy chatbots for automating customer support and sales interactions across multiple channels.,false,true,2026-08-18
AskGiraffe,https://www.askgiraffe.com/,Customer support,Chatbots and assistants,Freemium,Web,"Chatbot that delivers instant answers and conversational support through a web-based interface, suitable for customer service, education, and general inquiries.",false,false,2026-08-18
AskingTips,https://askingtips.com/,Productivity and workflow,Marketing and advertising,Freemium,Web,"Writing assistant that improves your writing by offering real-time suggestions for grammar, tone, and clarity to help you communicate more effectively.",false,false,2026-08-18
AskJesus,https://www.askjesus.me/,Chatbots and assistants,,Free,Web,"Free AI chatbot that answers questions about the Bible and Christian faith, offering scripture-based spiritual guidance through a conversational web interface.",false,false,2026-08-18
AskSpot.ai,https://askspot.ai/,Customer support,Automation and agents,Freemium,Web; API,Chatbot platform that helps businesses automate customer support and user engagement by creating intelligent chatbots integrated with knowledge bases and deployed on websites or apps.,false,true,2026-08-18
AskVideo.ai,https://www.askvideo.ai/,Customer support,Education and learning,Freemium,Web; API,"AI-driven platform that enables users to ask questions within videos and receive instant, context-aware answers, enhancing engagement in learning and support scenarios.",false,true,2026-08-18
AskYourPdf,https://askyourpdf.com/,Presentations and documents,Chatbots and assistants,Freemium,Web,AI-driven web tool that allows users to upload PDF documents and ask natural language questions to extract information quickly and accurately from the document content.,false,false,2026-08-18
Asqme AI,https://asqme.ai/,Customer support,Automation and agents,Freemium,Web,Conversational AI platform that helps businesses automate customer interactions and lead generation through customizable chatbots deployed on websites.,false,false,2026-08-18
assess.com,https://assess.com/,Business and finance,Research and knowledge,Paid,Web,"Online platform providing customizable employee assessments including cognitive, personality, and skills tests to improve hiring decisions and employee development.",false,false,2026-08-18
ASSIST Biz,https://www.assist.biz/,Customer support,Automation and agents,Paid; Free Trial,Web; API,"Virtual assistant designed to automate customer support, streamline workflows, and enhance business operations through conversational AI.",false,true,2026-08-18
AsthmaMD,https://asthmamd.com/,Health and lifestyle,,Freemium,Web; iOS; Android,"Mobile and web app designed to help individuals with asthma track symptoms, manage medications, and create personalized asthma action plans to improve respiratory health.",false,false,2026-08-18
Astra Health AI,https://astrahealth.ai/,Health and lifestyle,Research and knowledge,Paid,Web; API,Platform that analyzes medical images to assist healthcare professionals in diagnosing diseases more accurately and efficiently.,false,true,2026-08-18
Astro Gold,https://www.astrogold.io/,Health and lifestyle,,Paid,macOS; iOS,"Professional astrology app for iOS and macOS that provides accurate natal charts, transit and progression analysis, and detailed astrological reports.",false,false,2026-08-18
AstroStock AI,https://astrostock.ai/,Business and finance,Data and analytics,Freemium,Web,Web-based platform that uses AI to analyze stock market data and provide predictive insights to help investors make informed decisions.,false,false,2026-08-18
Ataccama,https://www.ataccama.com/,Data and analytics,Chatbots and assistants,Paid,Web,"AI-driven data management platform that integrates data governance, master data management, and data quality automation to help enterprises manage and improve their data assets efficiently.",false,false,2026-08-18
Athena Global,https://athena.global/,Sales and CRM,Research and knowledge,Paid,Web,"Web-based platform providing international trade data, market intelligence, compliance tracking, and risk analysis to help businesses make informed global trade decisions.",false,false,2026-08-18
Athina AI,https://www.athina.ai/,Data and analytics,,Freemium,Web,"Web-based platform that uses artificial intelligence to analyze business data, generate predictive insights, and provide customizable dashboards for better decision-making.",false,false,2026-08-18
Atlancer.ai,https://atlancer.ai/,Business and finance,,Freemium,Web,"AI-driven freelance platform that matches businesses with expert freelancers globally, streamlining hiring and project management.",false,false,2026-08-18
Atomic Inputs,https://atomicinputs.com/,Sales and CRM,Automation and agents,Freemium,Web,"Writing assistant that helps users generate, edit, and improve written content efficiently through AI-driven suggestions and customizable tones.",false,false,2026-08-18
Atozai,https://atozai.in/,Customer support,Automation and agents,Freemium,Web; API,"No-code chatbot platform designed to automate customer interactions across multiple channels, improving support and engagement.",false,true,2026-08-18
Attentionkart,https://attentionkart.com/,Sales and CRM,Automation and agents,Freemium,Web,"Marketing automation platform that streamlines lead generation, sales automation, and email marketing with CRM integration and analytics.",false,false,2026-08-18
ATZ CRM,https://atzcrm.com/,Customer support,Sales and CRM,Paid; Free Trial,Web,"Cloud-based customer relationship management platform designed for small and medium businesses to manage sales, marketing automation, and customer support efficiently.",false,false,2026-08-18
Audeus: Text to Speech Reader,https://www.audeus.com/,Productivity and workflow,"Audio, music, and voice",Freemium,Web,"Web-based text to speech reader that converts written text into natural, human-like audio in multiple languages, designed for accessibility and content consumption.",false,false,2026-08-18
AudioBriefs,https://audiobriefs.app/,Productivity and workflow,"Audio, music, and voice",Freemium,Web; iOS; Android,"App that lets users quickly record, edit, and share short audio summaries or briefs across multiple platforms.",false,false,2026-08-18
Audiomack,https://audiomack.com/,Marketing and advertising,"Audio, music, and voice",Freemium,Web; iOS; Android,Free music streaming platform that allows artists to upload music and fans to stream and download songs with options for offline listening via premium subscription.,false,false,2026-08-18
Aurum KuberX,https://aurumkuberx.com/,Business and finance,,Paid,Web,"Indian digital investment platform offering portfolio management, personalized advisory, and mutual fund investments through web and mobile apps.",false,false,2026-08-18
Authy,https://www.authy.com/,Customer support,,Freemium,Web; iOS; Android,Two-factor authentication app that provides an extra security layer by generating time-based codes and push notifications to verify user identities across multiple devices.,false,false,2026-08-18
Autismify,https://autismify.com/,Customer support,Health and lifestyle,Freemium,Web,AI-based speech therapy platform designed to help children with autism improve communication through personalized exercises and progress tracking.,false,false,2026-08-18
Auto Mailer,https://automailer.ai/,Sales and CRM,Automation and agents,Paid; Free Trial,Web; API,"AI-driven email automation tool designed to help marketing and sales teams automate personalized email campaigns, follow-ups, and analytics to improve engagement and conversions.",false,true,2026-08-18
Auto Market Scanner,https://automarketscanner.com/,Business and finance,Automation and agents,Paid; Free Trial,Web,Web platform that automates stock market scanning using customizable technical filters to help traders identify potential trades quickly.,false,false,2026-08-18
AutoAgentX,https://www.autoagentx.com/,Sales and CRM,Business and finance,Paid; Free Trial,Web,"AI-driven assistant designed for real estate professionals to automate lead engagement, tenant communication, and property management tasks, improving efficiency and conversion rates.",false,false,2026-08-18
AutoApply,https://www.autoapply.us/,Business and finance,Presentations and documents,Paid; Free Trial,Web,"Web-based tool that automates job applications by filling out forms and submitting resumes across multiple job boards, helping job seekers save time and stay organized.",false,false,2026-08-18
AutoBiz,https://autobiz.ai/,Sales and CRM,Automation and agents,Paid; Free Trial,Web; API,"AI-driven business automation tool that helps companies automate workflows, integrate multiple apps, and improve productivity through intelligent task management and analytics.",false,true,2026-08-18
Autodoc,https://autodocai.com/,Business and finance,Productivity and workflow,Freemium,Web; API,"Tool that automatically generates and maintains software documentation from source code, helping developers save time and improve clarity.",false,true,2026-08-18
AutoDraft,https://autodraft.in/,Productivity and workflow,Image generation and editing,Freemium,Web,"Writing assistant that helps users quickly generate and improve written content through drafting, rewriting, and editing features.",false,false,2026-08-18
Automaticall,https://automaticall.io/,Sales and CRM,Automation and agents,Freemium,Web; Browser Extension,Meeting assistant that automatically transcribes and summarizes video conference calls to save time and improve team productivity.,false,false,2026-08-18
AutoMemes.ai,https://www.automemes.ai/,Marketing and advertising,Writing and content,Freemium,Web,"AI-driven platform that automates meme creation by generating captions and images based on user input, ideal for social media marketing and content creation.",false,false,2026-08-18
Automi AI,https://automi.ai/,Sales and CRM,Automation and agents,Paid; Free Trial,Web,"AI-driven marketing automation platform that helps businesses automate lead generation, email outreach, and sales workflows with CRM integration.",false,false,2026-08-18
AutoPPT,https://autoppt.com/,Presentations and documents,Automation and agents,Freemium,Web,"Tool that automates the creation of professional presentations by generating slides from text inputs, allowing users to customize and export decks quickly.",false,false,2026-08-18
Autoscreen,https://autoscreen.io/,Business and finance,Automation and agents,Paid,Web,"AI-driven video interview platform that automates candidate screening through asynchronous interviews and AI analysis to help recruiters make faster, unbiased hiring decisions.",false,false,2026-08-18
Ava PLS,https://avapls.com/,Business and finance,Presentations and documents,Paid,Web,AI-driven platform that automates legal document review by extracting key contract clauses and identifying risks to accelerate legal workflows.,false,false,2026-08-18
